AGAF, Afutara Aerodrome
VRMK, Kadhdhoo Airport
VRMM, Male International Airport
VRMT, Kaadedhdhoo Airport
VRMV, Villa Airport
VTBD, Don Mueang International Airport
VTBH, Sa Pran Nak Airport
VTBI, Khao E To Airport
VTBK, Kamphaeng Saen Airport
VTBL, Khok Kathiam Airport
VTBN, Prachuap Khiri Khan Airport
VTBO, Trat Airport
VTBP, Prachuap Airport
VTBS, Suvarnabhumi Airport
VTBT, Bang Pra Airport
VTBU, U-Tapao International Airport
VTBW, Watthana Nakhon Airport
VTCB, Phayao Ban Chiang Kham Airport
VTCC, Chiang Mai International Airport
VTCH, Mae Hong Son Airport
VTCI, Mae Hong Son Airport
VTCL, Lampang Airport
VTCN, Nan Airport
VTCO, Lamphun Airport
VTCP, Phrae Airport
VTCR, Chiang Rai Airport
VTCS, Mae Sariang Airport
VTCT, Chiang Rai International Airport
VTED, Udorn Air Base
VTPB, Phetchabun Airport
VTPH, Hua Hin Airport
VTPI, Takhli Airport
VTPL, Sak Long Airport
VTPM, Mae Sot Airport
VTPN, Nakhon Sawan Airport
VTPO, Sukhothai Airport
VTPP, Phitsanulok Airport
VTPR, Photharam Airport
VTPT, Tak Airport
VTPU, Uttaradit Airport
VTPY, Khunan Phumipol Airport
VTSA, Khoun Khan Airport
VTSB, Surat Thani Airport
VTSC, Narathiwat Airport
VTSE, Chumphon Airport
VTSF, Nakhon Si Thammarat Airport
VTSG, Krabi Airport
VTSH, Songkhla Airport
VTSK, Pattani Airport
VTSM, Samui Airport
VTSN, Cha Ian Airport
VTSP, Phuket International Airport
VTSR, Ranong Airport
VTSS, Hat Yai International Airport
VTST, Trang Airport
VTUD, Udon Thani Airport
VTUI, Sakon Nakhon Airport
VTUJ, Surin Airport
VTUK, Khon Kaen Airport
VTUL, Loei Airport
VTUN, Khorat Airport
VTUO, Buri Ram Airport
VTUQ, Nakhon Ratchasima Airport
VTUR, Rob Muang Airport
VTUU, Ubon Ratchathani Airport
VTUV, Roi Et Airport
VTUW, Nakhon Phanom Airport
VTUZ, Nam Phung Dam Airport
VVBM, Buon Ma Thuot Airport
VVCA, Chu Lai International Airport
VVCI, Cat Bi International Airport
VVCL, Cam Ly Airport
VVCM, Ca Mau Airport
VVCR, Cam Ranh Airport
VVCS, Co Ong Airport
VVCT, Tra Noc Airport
VVDB, Dien Bien Phu Airport
VVDH, Dong Hoi Airport
VVDL, Lien Khuong Airport
VVDN, Da Nang International Airport
VVGL, Gia Lam Air Base
VVKP, Kep Air Base
VVNB, Noi Bai International Airport
VVNS, Na-San Airport
VVNT, Nha Trang Air Base
VVPB, Phu Bai Airport
VVPC, Phu Cat Airport
VVPK, Pleiku Airport
VVPQ, Phu Quoc Airport
VVPR, Phan Rang Airport
VVPT, Phan Thiet Airport
VVRG, Rach Gia Airport
VVTH, Dong Tac Airport
VVTS, Tan Son Nhat International Airport
VVVH, Vinh Airport
VVVT, Vung Tau Airport
VYAN, Ann Airport
VYAS, Anisakan Airport
VYBG, Bagan Airport
VYBM, Banmaw Airport
VYBP, Bokpyinn Airport
VYCI, Coco Island Airport
VYCZ, Chanmyathazi Airport
VYDW, Dawei Airport
VYEL, Naypyidaw Airport
VYGG, Gangaw Airport
VYGW, Gwa Airport
VYHB, Hmawbi Air Base
VYHH, Heho Airport
VYHL, Hommalinn Airport
VYHN, Tilin Airport
VYKG, Kengtung Airport
VYKI, Kanti Airport
VYKL, Kalay Airport
VYKP, Kyaukpyu Airport
VYKT, Kawthoung Airport
VYKU, Kyauktu Airport
VYLK, Loikaw Airport
VYLN, Lonekin Airport
VYLS, Lashio Airport
VYLY, Lanywa Airport
VYMD, Mandalay International Airport
VYME, Myeik Airport
VYMH, Mong Hpayak Airport
VYMI, Mongyai Airport
VYMK, Myitkyina Airport
VYML, Meiktila Air Base
VYMM, Mawlamyine Airport
VYMN, Manaung Airport
VYMO, Momeik Airport
VYMP, Mongpyin Airport
VYMS, Mong Hsat Airport
VYMT, Mong Tong Airport
VYMU, Myauk U Airport
VYMW, Magway Airport
VYMY, Monywar Airport
VYNM, Naungmom Airport
VYNP, Nampong Air Base
VYNS, Namsang Airport
VYNT, Namtu Airport
VYPA, Hpa-N Airport
VYPB, Phonngbyin Airport
VYPE, Paletwa Airport
VYPI, Pearl Island Airport
VYPK, Pauk Airport
VYPL, Pinlebu Airport
VYPN, Pathein Airport
VYPP, Hpapun Airport
VYPT, Putao Airport
VYPU, Pakhokku Airport
VYPW, Palaw Airport
VYPY, Pyay Airport
VYSA, Saw Airport
VYSL, Salingyi Airport
VYSO, Sedoktayar Airport
VYST, Shante Air Base
VYSW, Sittwe Airport
VYTD, Thandwe Airport
VYTL, Tachileik Airport
VYTN, Tanai Airport
VYTO, Taungoo Airport
VYTY, Tanyang Airport
VYXG, Kyaukhtu South Airport
VYYE, Ye Airport
VYYY, Yangon International Airport
WAAA, Hasanuddin International Airport
WAAG, Malimpung Airport
WAAL, Ponggaluku Airport
WAAP, Kolaka Airport
WAAT, Makale Airport
WABB, Frans Kaisiepo Airport
WABD, Moanamani Airport
WABF, Kornasoren Airfield
WABG, Wagethe Airport
WABI, Nabire Airport
WABL, Illaga Airport
WABN, Kokonau Airport
WABO, Serui Airport
WABP, Moses Kilangin Airport
WABT, Enarotali Airport
WABU, Biak Manuhua Airport
WABW, Waren Airport
WADA, Selaparang Airport
WADB, Muhammad Salahuddin Airport
WADD, Ngurah Rai (Bali) International Airport
WADL, Bandara International Lombok Airport
WADS, Sumbawa Besar Airport
WADT, Tambolaka Airport
WADW, Waingapu Airport
WAJA, Arso Airport
WAJB, Bokondini Airport
WAJD, Wakde Airport
WAJI, Sarmi Airport
WAJJ, Sentani Airport
WAJL, Lereh Airport
WAJM, Mulia Airport
WAJO, Oksibil Airport
WAJR, Waris Airport
WAJS, Senggeh Airport
WAJU, Ubrub Airport
WAJW, Wamena Airport
WAKD, Mindiptana Airport
WAKE, Bade Airport
WAKG, Agats Airport
WAKK, Mopah Airport
WAKO, Okaba Airport
WAKP, Kepi Airport
WAKT, Tanah Merah Airport
WALE, Melak Airport
WALG, Tanjung Harapan Airport
WALJ, Datadawai Airport
WALK, Barau(Kalimaru) Airport
WALL, Sepinggan International Airport
WALQ, Muara Badak Pujangan Airport
WALR, Juwata Airport
WALS, Temindung Airport
WALT, Tanjung Santan Airport
WALV, Bunyu Airport
WALX, Mangkajang Airport
WAMA, Gamarmalamo Airport
WAMB, Kotamubagu Airport
WAMC, Tentena Airport
WAMD, Jailolo/Kuripasai Airport
WAMG, Jalaluddin Airport
WAMH, Naha Airport
WAMI, Toli Toli Airport
WAMJ, Gebe Airport
WAMK, Kao Airport
WAML, Mutiara Airport
WAMM, Sam Ratulangi Airport
WAMN, Melangguane Airport
WAMP, Kasiguncu Airport
WAMR, Pitu Airport
WAMT, Sultan Khairun Babullah Airport
WAMU, Wuasa Airport
WAMW, Bubung Airport
WAMY, Buol Airport
WAOC, Batu Licin Airport
WAOH, Mekar Putih Airport
WAOI, Iskandar Airport
WAOK, Stagen Airport
WAOL, Kuala Pembuang Airport
WAOM, Beringin Airport
WAON, Warukin Airport
WAOO, Syamsudin Noor Airport
WAOP, Tjilik Riwut Airport
WAOS, Sampit(Hasan) Airport
WAOU, SANGGU Airport Buntok
WAPA, Amahai Airport
WAPB, Bula Airport
WAPC, Banda Airport Kepulauan
WAPD, Dobo Airport
WAPE, Mangole Airport Falabisahaya
WAPG, Namrole Airport
WAPH, Oesman Sadik Airport Labuha
WAPI, Saumlaki Airport
WAPK, Nangasuri Airport
WAPL, Dumatumbun Airport
WAPN, Emalamo Sanana Airport
WAPO, Larat Kepulauan Larat
WAPP, Pattimura Airport Ambon
WAPQ, Kisar Airport
WAPR, Namlea Airport
WAPT, Taliabu Island Airport
WAPV, WahaiSeram Island
WARA, Abdul Rachman Saleh Airport
WARC, Cepu Airport
WARI, Iswahyudi Airport
WARJ, Adi Sutjipto International Airport
WARQ, Adi Sumarmo Wiryokusumo Airport
WARR, Juanda International Airport
WARS, Achmad Yani Airport
WART, Trunojoyo Airport
WARU, Dewadaru - Kemujan Island
WASB, Stenkol Airport
WASC, Abresso Airport
WASE, Kebar Airport
WASF, Fakfak Airport
WASI, Inanwatan Airport
WASK, Kaimana Airport
WASM, Merdei Airport
WASO, Babo Airport
WASR, Rendani Airport
WASS, Sorong (Jefman) Airport
WAST, Teminabuan Airport
WASW, Wasior Airport
WATB, Bajawa Soa Airport
WATC, Maumere(Wai Oti) Airport
WATE, Ende (H Hasan Aroeboesman) Airport
WATG, Satar Tacik Airport
WATM, Mali Airport
WATO, Komodo (Mutiara II) Airport
WATT, El Tari Airport
WAWB, Betoambari Airport
WAWJ, Tampa Padang Airport
WAWM, Andi Jemma Airport
WAWS, Soroako Airport
WAWT, Pongtiku Airport
WAWW, Wolter Monginsidi Airport
WAXX, Dominique Edward Osok Airport
WBAK, Anduki Airport
WBGA, Long Atip Airport
WBGB, Bintulu Airport
WBGC, Belaga Airport
WBGD, Long Semado Airport
WBGE, Long Geng Airport
WBGF, Long Lellang Airport
WBGG, Kuching International Airport
WBGI, Long Seridan Airport
WBGJ, Limbang Airport
WBGK, Mukah Airport
WBGL, Long Akah Airport
WBGM, Marudi Airport
WBGN, Sematan Airport
WBGO, Lio Matu Airport
WBGP, Kapit Airport
WBGQ, Bakalalan Airport
WBGR, Miri Airport
WBGS, Sibu Airport
WBGT, Tanjung Manis Airport
WBGU, Long Sukang Airport
WBGW, Lawas Airport
WBGY, Simanggang Airport
WBGZ, Bario Airport
WBKA, Semporna Airport
WBKB, Kota Belud Airport
WBKD, Lahad Datu Airport
WBKE, Telupid Airport
WBKG, Keningau Airport
WBKH, Sahabat [Sahabat 16] Airport
WBKK, Kota Kinabalu International Airport
WBKL, Labuan Airport
WBKM, Tomanggong Airport
WBKN, Long Pasia Airport
WBKO, Sepulot Airport
WBKP, Pamol Airport
WBKR, Ranau Airport
WBKS, Sandakan Airport
WBKT, Kudat Airport
WBKU, Kuala Penyu Airport
WBKW, Tawau Airport
WBMU, Mulu Airport
WBSB, Brunei International Airport
WIAG, Menggala Airport
WIAJ, Semplak Airport
WIAK, Margahayu Airport
WIAP, Banyumas Airport
WIBB, Sultan Syarif Kasim Ii (Simpang Tiga) Airport
WIBD, Pinang Kampai Airport
WIBR, Rokot Airport
WIBS, Sungai Pakning Bengkalis Airport
WIBT, Tanjung Balai Airport
WICB, Budiarto Airport
WICC, Husein Sastranegara International Airport
WICD, Penggung Airport
WICM, Cibeureum Airport
WICT, Radin Inten II (Branti) Airport
WIDD, Hang Nadim Airport
WIDE, Pasir Pangaraan Airport
WIDN, Kijang Airport
WIDS, Dabo Airport
WIHH, Halim Perdanakusuma International Airport
WIHL, Tunggul Wulung Airport
WIHP, Pondok Cabe Air Base
WIIG, Pulau Panjang Airport
WIII, Soekarno-Hatta International Airport
WIIK, Kalijati Airport
WIIR, Pelabuhan Ratu Airport
WIKL, Silampari Airport
WIMA, Labuhan Bilik Airport
WIMB, Binaka Airport
WIME, Aek Godang Airport
WIMG, Tabing Airport
WIMH, Helvetia Airport
WIML, Kisaran Airport
WIMM, Polonia International Airport
WIMN, Silangit Airport
WIMO, Bandar Udara Lasondre
WIMP, Parapat Airport
WIMR, Pematang Siantar
WIMS, Dr Ferdinand Lumban Tobing Airport
WIMT, Tebing Tinggi Airport
WIOB, Bengkayang Airport
WIOD, Buluh Tumbang (H A S Hanandjoeddin) Airport
WIOG, Nanga Pinoh I Airport
WIOI, Singkawang Airport
WIOK, Ketapang(Rahadi Usman) Airport
WIOM, Tarempa Airport
WION, Ranai Airport
WIOO, Supadio Airport
WIOP, Pangsuma Airport
WIOS, Sintang(Susilo) Airport
WIPA, Sultan Thaha Airport
WIPD, Banding Agung Airport
WIPF, Kuala Tungkal Airport
WIPK, Pangkal Pinang (Depati Amir) Airport
WIPL, Padang Kemiling (Fatmawati Soekarno) Airport
WIPO, Gatot Subrato Airport
WIPP, Sultan Mahmud Badaruddin Ii Airport
WIPQ, Pendopo Airport
WIPR, Japura Airport
WIPT, Minangkabau Airport
WIPU, Muko Muko Airport
WIPV, Keluang Airport
WIPY, Bentayan Airport
WITA, Teuku Cut Ali Airport
WITC, Seunagan Airport
WITG, Lasikin Airport
WITL, Lhok Sukon Airport
WITM, Malikus Saleh Airport
WITN, Maimun Saleh Airport
WITS, Seumayam Airport
WITT, Sultan Iskandarmuda Airport
WMAA, Bahau Airport
WMAB, Batu Pahat Airport
WMAC, Benta Airport
WMAD, Bentong Airport
WMAE, Bidor Airport
WMAG, Dungun Airport
WMAH, Grik Airport
WMAJ, Jendarata Airport
WMAL, Kuala Kerai Airport
WMAN, Sungai Tiang Airport
WMAP, Kluang Airport
WMAQ, Labis Airport
WMAU, Mersing Airport
WMAV, Muar / Bakri Airport
WMAZ, Segamat Airport
WMBA, Sitiawan Airport
WMBB, Sungei Patani Airport
WMBE, Termeloh Airport
WMBF, Ulu Bernam Airport
WMBH, Kroh Airport
WMBI, Taiping (Tekah) Airport
WMBT, Pulau Tioman Airport
WMGK, Gong Kedak Airport
WMKA, Sultan Abdul Halim Airport
WMKB, Butterworth Airport
WMKC, Sultan Ismail Petra Airport
WMKD, Kuantan Airport
WMKE, Kerteh Airport
WMKF, Simpang Airport
WMKI, Sultan Azlan Shah Airport
WMKJ, Senai International Airport
WMKK, Kuala Lumpur International Airport
WMKL, Langkawi International Airport
WMKM, Malacca Airport
WMKN, Sultan Mahmud Airport
WMKP, Penang International Airport
WMLU, Lutong Airport
WMPA, Pulau Pangkor Airport
WMPR, LTS Pulau Redang Airport
WMSA, Sultan Abdul Aziz Shah International Airport
WPAT, Atauro Airport
WPDB, Suai Airport
WPDL, Presidente Nicolau Lobato International Airport
WPEC, Cakung Airport
WPFL, Abisu Airfield
WPMN, Maliana Airport
WPOC, Oecussi Airport
WPVQ, Viqueque Airport
WRBU, Buntok Airport
WRKA, Haliwen Airport
WRKB, Padhameleda Airport
WRKJ, Mena Airport
WRKL, Gewayentana Airport
WRKM, Kalabahi Airport
WRKN, Naikliu Airport
WRKR, Rote Airport
WRKS, Sawu Airport
WRLA, Sanggata Airport
WRLB, Long Bawan Airport
WRLC, Bontang Airport
WRLF, Nunukan Airport
WRLH, Tanah Grogot Airport
WRLL, Balikpapan Airport
WRLM, Malinau Airport
WRLN, Long Mawang Airport
WRLP, Long Apung Airport
WRLU, Sangkulirang Airport
WRLW, Muara Wahau Airport
WRSP, Surabaya Airport
WSAC, Changi Air Base
WSAG, Sembawang Air Base
WSAP, Paya Lebar Air Base
WSAT, Tengah Air Base
WSSL, Seletar Airport
WSSS, Singapore Changi International Airport
XBRO, Skye Bridge Ashaig Airport
XIUW, Ulan-Ude East Airport
XLAP, Plestsy Airport
XLLL, Soltsy-2 Air Base
XLLN, Kasimovo Airfield
XLML, Luostari Air Base
XLMV, Severomorsk-3 Naval Air Base
XLOS, Ostrov Naval Air Base
XLPD, Derevyannoe Airport
XLPO, Lodeynoye Pole Air Base
XLWF, Fedotovo Naval Air Base
XLWT, Trufanovo Airfield
XRWL, Lebyazhye Air Base
XUBS, Smolensk North Airport
XUMR, Vyazma Airport
XWPD, Sosnovka Airfield
YAAL, Yarralin Airport
YABA, Albany Airport
YABI, Abingdon Downs Airport
YABS, Albion Downs Airport
YABU, Amburla Airport
YACI, Arcadia Airport
YACS, Acacia Downs Airport
YADD, Arubiddy Airport
YADG, Aldinga Airport
YADI, Adaminaby Airport
YADM, Yandan Mine Airport
YADO, Andado Airport
YADS, Alton Downs Airport
YADY, Adaminaby Airport
YAGD, Augustus Downs Airport
YAHD, Ashburton Downs Airport
YAKG, Arckaringa Airport
YALA, Marla Airport
YALC, Alcoota Station Airport
YALG, Adels Grove Airport
YALH, Albilbah Airport
YALM, Allambie Airport
YALN, Allandy Airport
YALX, Alexandria Homestead Airport
YALY, Alderley Airport
YAMB, RAAF Base Amberley
YAMC, Aramac Airport
YAMJ, Ampilatwatja Airport
YAMK, Andamooka Airport
YAML, Armraynald Airport
YAMM, Ammaroo Airport
YAMT, Amata Airport
YAND, Answer Downs Airport
YANG, West Angelas Airport
YANJ, Angatja Airport
YANK, Anna Creek Airport
YANL, Anthony Lagoon Airport
YANN, Anningie Airport
YANW, Annitowa Airport
YAOR, Ardmore Airport
YAPA, Anna Plains Airport
YAPH, Alpha Airport
YAPO, Apollo Bay Airport
YARA, Ararat Airport
YARD, Argadargada Airport
YARG, Argyle Airport
YARI, Arizona 1 Airport
YARK, Arkaroola Airport
YARL, Ardlethan Airport
YARM, Armidale Airport
YARN, Areyonga Airport
YARP, Arapunya Airport
YARS, Ardrossan Airport
YARY, Arrabury Airport
YASF, Ashford Airport
YASS, Bakblok Airport
YATL, Atula Airport
YATN, Atherton Airport
YATR, Amphitheatre Airport
YATY, Atley Airport
YAUA, Augathella Airport
YAUG, Augusta Airport
YAUR, Aurukun Airport
YAUS, Austral Downs Airport
YAUV, Auvergne Airport
YAVD, Avon Downs Airport
YAVM, Avonmore Airport
YAWT, Agnes Water Airport
YAYE, Ayers Rock Connellan Airport
YAYR, Ayr Airport
YBAB, Baralaba
YBAD, Baradine Airport
YBAF, Brisbane Archerfield Airport
YBAH, Bauhinia Downs Airport
YBAL, Balladonia Airport
YBAM, Bamaga Injinoo Airport
YBAN, Mount Barnet Airport
YBAO, Braidwood Airport
YBAR, Barcaldine Airport
YBAS, Alice Springs Airport
YBAU, Badu Island Airport
YBAW, Barkly Downs Airport
YBBA, Barraba Airport
YBBC, Bamboo Creek Airport
YBBE, Big Bell Airport
YBBL, Billabalong Airport
YBBN, Brisbane International Airport
YBBO, Bon Bon Airport
YBBT, Boort Airport
YBCB, Bencubbin Airport
YBCG, Gold Coast Airport
YBCH, Beechworth Airport
YBCK, Blackall Airport
YBCL, Boolcarrol Station Airport
YBCM, Coominya
YBCR, Batchelor Airport
YBCS, Cairns International Airport
YBCV, Charleville Airport
YBDF, Bedford Downs Airport
YBDG, Bendigo Airport
YBDP, Bridport Airport
YBDS, Birthday Siding Airport
YBDU, Birrindudu Airport
YBDV, Birdsville Airport
YBDX, Barradale Airport
YBEB, Pumululu National Park
YBEC, Beacon Airport
YBEE, Beverley Airport
YBEF, Beaufort Airport
YBEL, Bothwell Airport
YBEO, Betoota Airport
YBEU, Beulah 1 Airport
YBEV, Beverley Airport
YBEW, Beechworth Airport
YBFR, Balfour Airport
YBFT, Beaufort
YBGB, Beagle Bay Airport
YBGD, Boolgeeda
YBGI, Balgair Airport
YBGO, Balgo Hill Airport
YBGR, Bridgewater Airport
YBGT, Budgerygar Airport
YBGY, Biniguy Airport
YBHB, Bathurst Harbour Airport
YBHI, Broken Hill Airport
YBHK, Bushy Park Airport
YBHM, Hamilton Island Airport
YBIA, Bingara Airport
YBID, Binda
YBIE, Bedourie Airport
YBIK, Bindook Airport
YBIL, Billiluna Airport
YBIN, Biggenden Airport
YBIR, Birchip Airport
YBIU, Ballidu Airport
YBIZ, Bizant Airport
YBJW, Banjawarn Airport
YBKE, Bourke Airport
YBKS, Barkly Wayside Inn Airport
YBKT, Burketown Airport
YBLA, Benalla Airport
YBLB, Billabong Road House Airport
YBLC, Balcanoona Airport
YBLD, Brooklands Airport
YBLG, Bollards Lagoon Airport
YBLH, Bellalie Airport
YBLL, Bollon Airport
YBLM, Blinman Airport
YBLN, Busselton Regional Airport
YBLT, Ballarat Airport
YBLU, Bellevue Airport
YBMA, Mount Isa Airport
YBMC, Sunshine Coast Airport
YBMD, Bloomfield River Airport
YBMI, Boomi Airport
YBMK, Mackay Airport
YBMM, Bamawm Airport
YBMO, Bombala Airport
YBMR, Barmera Airport
YBMY, Bamyili Airport
YBNA, Ballina Byron Gateway Airport
YBNC, Bannockburn Airport
YBNM, Benmara Airport
YBNS, Bairnsdale Airport
YBNY, Brunchilly Airport
YBOA, Boonah Airport
YBOC, Booleroo Centre Airport
YBOD, Bodalla Airport
YBOG, Boggabri Airport
YBOI, Boigu Airport
YBOK, Oakey Airport
YBOM, Bombala Airport
YBOO, Catholic Agricultural College Bindoon Airstrip
YBOP, Boyup Brook Airport
YBOR, Bordertown Airport
YBOT, Boatman Airport
YBOU, Boulia Airport
YBOV, Border Village Airport
YBOY, Booylgoo Springs Airport
YBPI, Brampton Island Airport
YBPN, Proserpine Whitsunday Coast Airport
YBRA, Benambra Airport
YBRC, Barrow Creek Airport
YBRJ, Burren Junction Airport
YBRK, Rockhampton Airport
YBRL, Borroloola Airport
YBRM, Broome International Airport
YBRN, Balranald Airport
YBRO, Bruce Rock Airport
YBRS, Barwon Heads Airport
YBRU, Brunette Downs Airport
YBRW, Brewarrina Airport
YBRY, Barimunya Airport
YBSG, RAAF Scherger
YBSP, Bond Springs Airport
YBSR, Blackstone Airport
YBSS, Bacchus Marsh Airport
YBTD, Brighton Downs Airport
YBTH, Bathurst Airport
YBTI, Bathurst Island Airport
YBTK, Bentinck Island Airport
YBTL, Townsville Airport
YBTN, Barton Siding Airport
YBTR, Blackwater Airport
YBTS, Battery Downs Airport
YBTT, Buttabone Airport
YBTV, Batavia Downs Airport
YBUA, Bundarra Airport
YBUC, Butch Airport
YBUD, Bundaberg Airport
YBUG, Bulga Downs Station Airport
YBUI, Burnie Airport
YBUL, Bulgunnia Airport
YBUN, Bunbury Airport
YBUO, Bulloo Downs Station Airport
YBUP, Bunyip Airport
YBUU, Bungle Bungle Airport
YBUX, Bulleringa Airport
YBUY, Bunyan Airfield
YBVA, Balaklava Airport
YBVL, Blackville Airport
YBVY, Bullo River Valley Airport
YBWG, Bronzewing Airport
YBWI, Burdekin Falls Dam Airport
YBWM, Bulimba Airport
YBWN, Bowen Airport
YBWP, Weipa Airport
YBWR, Bolwarra Airport
YBWS, Browse Is Airport
YBWT, Bowthorn Airport
YBWX, Barrow Island Airport
YBXH, Branxholme Airport
YBYA, Bryah Airport
YBYD, Bonney Downs Station Airport
YBYI, Bruny Island Airport
YBYR, Byrock Airport
YBYS, Beverley Springs Airport
YBYW, Bayswater Airport
YBZA, Breeza Airport
YCAB, Caboolture Airport
YCAC, Cattle Creek Airport
YCAE, Campbell Town Airport
YCAG, Caiguna Airport
YCAH, Coolah Airport
YCAI, Callion Airport
YCAJ, Cadjebut Airport
YCAL, Castlemaine Airport
YCAM, Cannington Station Airport
YCAN, Cannon Hill Community Airport
YCAR, Carnarvon Airport
YCAS, Casino Airport
YCBA, Cobar Airport
YCBB, Coonabarabran Airport
YCBE, Canobie Airport
YCBG, Hobart Cambridge Airport
YCBN, Cape Barren Island Airport
YCBO, Cape Borda Airport
YCBP, Coober Pedy Airport
YCBR, Collarenebri Airport
YCBY, Daintree Airport
YCCA, Chinchilla Airport
YCCF, Cape Crawford Airport
YCCK, Canteen Creek Airport
YCCT, Coconut Island Airport
YCCY, Cloncurry Airport
YCDB, Coondambo Airport
YCDE, Cobden Airport
YCDH, Cadney Homestead Airport
YCDL, Cradle Mountain Airport
YCDO, Condobolin Airport
YCDR, Caloundra Airport
YCDS, Childers Airport
YCDT, Carandotta Airport
YCDU, Ceduna Airport
YCDV, Caldervale Station Airport
YCEE, Cleve Airport
YCEL, Capella Airport
YCEM, Coldstream Airport
YCES, Ceres Airport
YCFD, Camfield Airport
YCFF, Dadswells Bridge Airport
YCFH, Clifton Hills Airport
YCFL, Cape Flattery Airport
YCFN, Clifton Airport
YCGH, Clonagh Airport
YCGI, Carnegie Station Airport
YCGO, Chillagoe Airport
YCHB, Cherrabah Airport
YCHL, Charlton Airport
YCHR, Childra Airport
YCHT, Charters Towers Airport
YCIG, Corrigin Airport
YCIN, RAAF Base Curtin
YCJU, Conjuboy Airport
YCKA, Curdimurka Airport
YCKD, Clarke Island Airport
YCKI, Croker Island Airport
YCKN, Cooktown Airport
YCKY, Cocklebiddy Airport
YCLA, Clare Station Airport
YCLE, Callendale Airport
YCLG, Coolgardie Airport
YCLM, Collymongle Airport
YCLQ, Cape Leveque Airport
YCLT, Collector Airport
YCLY, Coleambally Airport
YCMH, Camden Haven Airport
YCMK, Camel Creek Airport
YCMM, Cummins Town Airport
YCMT, Clermont Airport
YCMU, Cunnamulla Airport
YCMW, Camooweal Airport
YCNA, Corona Station Airport
YCNF, Camp Nifty Airport
YCNG, Cooranga Airport
YCNH, Carnarmah Airport
YCNK, Cessnock Airport
YCNM, Coonamble Airport
YCNN, Coonana Airport
YCNO, Conargo Airport
YCNQ, Coonawarra Airport
YCNR, Cann River Airport
YCNS, Coniston Airport
YCNX, Cooranga Airport
YCNY, Century Mine Airport
YCOD, Cordillo Downs Airport
YCOE, Coen Airport
YCOF, Coffin Bay Airport
YCOG, Coongan Airport
YCOH, Cohuna Airport
YCOI, Collie Airport
YCOL, Coleraine Airport
YCOM, Cooma Snowy Mountains Airport
YCOO, Cooinda Airport
YCOR, Corowa Airport
